Date,Open,High,Low,Close,Adj Close,Volume,RSI,Middle Band,Upper Band,Lower Band,touch_upper,touch_lower,Long Entry,Long Exit,Short Entry,Short Exit,Long Profit,Short Profit,Balance,Daily Return
2018-01-02,28.299999237060547,29.299999237060547,27.700000762939453,27.799999237060547,26.543455123901367,6070745,,,,,False,False,False,False,False,False,0.0,0.0,0.0,
2018-01-03,28.0,28.299999237060547,27.299999237060547,27.850000381469727,26.5911922454834,6832825,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.0017986023662375228
2018-01-04,27.799999237060547,28.549999237060547,27.549999237060547,28.0,26.734416961669922,6517413,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.005385982638265174
2018-01-05,29.799999237060547,31.299999237060547,29.049999237060547,30.899999618530273,29.503334045410156,25047405,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.10357141494750977
2018-01-08,30.799999237060547,30.899999618530273,30.049999237060547,30.350000381469727,28.978195190429688,10639733,,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.0177993282799499
2018-01-09,30.350000381469727,30.600000381469727,29.200000762939453,29.600000381469727,28.262096405029297,13508718,,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.024711696559249985
2018-01-10,29.700000762939453,30.399999618530273,29.600000381469727,30.200000762939453,28.834980010986328,6339028,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.02027028289652799
2018-01-11,30.5,31.200000762939453,30.299999237060547,30.700000762939453,29.312374114990234,5947749,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.01655629097246858
2018-01-12,30.75,31.950000762939453,30.100000381469727,31.899999618530273,30.4581356048584,7266492,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.03908790963417297
2018-01-15,35.04999923706055,35.04999923706055,31.5,31.700000762939453,30.267175674438477,9712158,,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.006269556676566368
2018-01-16,32.0,33.54999923706055,31.600000381469727,32.0,30.553617477416992,11301003,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.009463698102218254
2018-01-17,32.099998474121094,32.45000076293945,30.649999618530273,31.0,29.59881591796875,9400592,,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.03125
2018-01-18,31.350000381469727,31.600000381469727,30.799999237060547,31.399999618530273,29.98073387145996,4965750,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.012903213500976562
2018-01-19,31.399999618530273,31.399999618530273,30.299999237060547,30.950000762939453,29.55107307434082,5575732,,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.014331173919035933
2018-01-22,30.850000381469727,30.950000762939453,30.0,30.700000762939453,29.312374114990234,8213362,65.5914137275025,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.008077544227377165
2018-01-23,30.950000762939453,32.25,30.799999237060547,31.299999237060547,29.88525390625,9527034,67.51269743251322,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.019543923752777248
2018-01-24,31.149999618530273,31.899999618530273,31.0,31.549999237060547,30.12395477294922,7569171,67.83920445679632,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.007987220641973325
2018-01-25,31.649999618530273,31.700000762939453,29.950000762939453,30.5,29.121414184570312,10425863,47.53086434288602,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.03328048375440695
2018-01-26,30.399999618530273,30.75,30.049999237060547,30.200000762939453,28.834980010986328,7017732,49.04458753486988,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.009836040559362158
2018-01-29,30.25,30.549999237060547,29.100000381469727,29.350000381469727,28.023391723632812,8111968,48.427671597946876,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.028145707284644272
2018-01-30,29.399999618530273,29.600000381469727,28.799999237060547,28.899999618530273,27.593732833862305,6014334,41.66665240229538,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.015332223410244428
2018-01-31,28.850000381469727,30.399999618530273,28.75,29.549999237060547,28.214357376098633,6864435,42.76727975382466,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.022491336578202015
2018-02-01,29.899999618530273,29.899999618530273,28.649999618530273,28.799999237060547,27.49825668334961,6281278,29.333315022772496,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.025380711315192706
2018-02-02,29.299999237060547,29.950000762939453,28.850000381469727,29.649999618530273,28.309833526611328,4924070,37.4232993871908,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.029513902916217027
2018-02-05,29.350000381469727,29.600000381469727,28.700000762939453,29.350000381469727,28.023391723632812,11032469,33.74232525810653,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.010118018243516547
2018-02-06,29.0,29.149999618530273,28.0,28.399999618530273,27.116334915161133,9785147,33.95060812658019,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.032367998316594315
2018-02-07,28.75,30.100000381469727,28.399999618530273,28.850000381469727,27.545991897583008,7883771,34.355828508012976,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.015845097499432415
2018-02-08,28.799999237060547,29.200000762939453,28.549999237060547,28.899999618530273,27.593732833862305,5581975,36.77418291010282,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.001733075785075533
2018-02-09,28.450000762939453,28.950000762939453,26.799999237060547,28.450000762939453,27.164077758789062,12301181,35.84905117166433,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.015570894862652063
2018-02-12,28.700000762939453,29.0,28.100000381469727,28.5,27.211814880371094,7770096,31.081080384459753,29.910000038146972,31.191728431710143,28.6282716445838,False,True,False,False,False,False,0.0,0.0,0.0,0.0017574423803066175
2018-02-13,29.0,29.799999237060547,29.0,29.200000762939453,27.88017463684082,6583727,35.03185394323147,29.95666675567627,31.183221570307772,28.73011194104477,False,False,False,False,False,False,0.0,0.0,0.0,0.024561430278577268
2018-02-14,29.850000381469727,29.850000381469727,29.049999237060547,29.350000381469727,28.023391723632812,1512674,41.72662008710135,30.00666675567627,31.173502523497714,28.83983098785483,False,False,False,False,False,False,0.0,0.0,0.0,0.0051369731031190025
2018-02-15,29.850000381469727,29.950000762939453,29.549999237060547,29.700000762939453,28.357574462890625,2344474,46.42857142857143,30.06333344777425,31.169034422283982,28.95763247326452,False,False,False,False,False,False,0.0,0.0,0.0,0.01192505543170963
2018-02-20,29.75,30.100000381469727,29.049999237060547,29.850000381469727,28.50079917907715,4618427,53.968254448815536,30.028333473205567,31.12320262733436,28.933464319076773,False,False,False,False,False,False,0.0,0.0,0.0,0.005050492076668522
2018-02-21,30.200000762939453,30.549999237060547,29.75,30.5,29.121414184570312,5683847,62.30769885362445,30.03333346048991,31.130063163329993,28.936603757649827,False,False,False,False,False,False,0.0,0.0,0.0,0.021775531330772813
2018-02-22,30.049999237060547,31.799999237060547,30.049999237060547,31.399999618530273,29.98073387145996,6927738,63.703710401665134,30.093333435058593,31.214503761307505,28.97216310880968,True,False,False,False,False,False,0.0,0.0,0.0,0.02950818421410739
2018-02-23,31.799999237060547,31.799999237060547,30.799999237060547,31.0,29.59881591796875,3770469,67.1875121071978,30.120000076293945,31.253243775347208,28.98675637724068,False,False,False,False,False,False,0.0,0.0,0.0,-0.012738841509227883
2018-02-26,31.350000381469727,31.350000381469727,30.549999237060547,30.899999618530273,29.503334045410156,4736240,61.061951383857945,30.12666670481364,31.264020899079025,28.989312510548256,False,False,False,False,False,False,0.0,0.0,0.0,-0.0032258187570879393
2018-02-27,30.950000762939453,31.0,30.200000762939453,30.799999237060547,29.407855987548828,2604782,63.30274458776588,30.090000025431316,31.1851617368093,28.994838314053332,False,False,False,False,False,False,0.0,0.0,0.0,-0.003236258339943676
