Date,Open,High,Low,Close,Adj Close,Volume,RSI,Middle Band,Upper Band,Lower Band,touch_upper,touch_lower,Long Entry,Long Exit,Short Entry,Short Exit,Long Profit,Short Profit,Balance,Daily Return
2018-01-02,7.25,7.460000038146973,7.239999771118164,7.420000076293945,5.014362812042236,404126442,,,,,False,False,False,False,False,False,0.0,0.0,0.0,
2018-01-03,7.440000057220459,7.46999979019165,7.400000095367432,7.409999847412109,5.007604598999023,348984978,,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.0013477397276295822
2018-01-04,7.46999979019165,7.619999885559082,7.460000038146973,7.570000171661377,5.115731716156006,634437192,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.021592486848045933
2018-01-05,7.599999904632568,7.630000114440918,7.550000190734863,7.610000133514404,5.142763614654541,364650074,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.005284010692994334
2018-01-08,7.610000133514404,7.639999866485596,7.519999980926514,7.579999923706055,5.1224894523620605,319174301,,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.003942208841262507
2018-01-09,7.590000152587891,7.619999885559082,7.539999961853027,7.590000152587891,5.129247188568115,319619551,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.001319291422491986
2018-01-10,7.550000190734863,7.710000038146973,7.53000020980835,7.650000095367432,5.16979455947876,398473117,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.007905130642070324
2018-01-11,7.619999885559082,7.670000076293945,7.590000152587891,7.670000076293945,5.183310508728027,293150264,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.0026143765591093437
2018-01-12,7.75,7.78000020980835,7.690000057220459,7.78000020980835,5.257647514343262,332063973,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.014341607877474072
2018-01-15,7.820000171661377,7.949999809265137,7.739999771118164,7.840000152587891,5.298194885253906,500107413,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.00771207469941948
2018-01-16,7.869999885559082,8.130000114440918,7.840000152587891,8.130000114440918,5.494174003601074,684154934,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.0369897903327594
2018-01-17,8.100000381469727,8.199999809265137,8.039999961853027,8.1899995803833,5.534721374511719,598218919,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.007380008007110472
2018-01-18,8.300000190734863,8.4399995803833,8.229999542236328,8.420000076293945,5.690153121948242,643345879,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.028083090072622552
2018-01-19,8.4399995803833,8.479999542236328,8.34000015258789,8.479999542236328,5.730700492858887,506693104,,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.007125827244504279
2018-01-22,8.399999618530273,8.479999542236328,8.3100004196167,8.399999618530273,5.676636695861816,552615389,90.16390687450509,,,,False,False,False,False,False,False,0.0,0.0,0.0,-0.00943395377648304
2018-01-23,8.329999923706055,8.800000190734863,8.329999923706055,8.770000457763672,5.926680088043213,804476473,93.03797009930882,,,,False,False,False,False,False,False,0.0,0.0,0.0,0.044047720956698955
