Date,Open,High,Low,Close,Adj Close,Volume,RSI,Middle Band,Upper Band,Lower Band,touch_upper,touch_lower,Long Entry,Long Exit,Short Entry,Short Exit,Long Profit,Short Profit,Balance
2018-01-02,20.799999237060547,21.474000930786133,20.733333587646484,21.368667602539062,21.368667602539062,65283000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-03,21.399999618530273,21.683332443237305,21.036666870117188,21.149999618530273,21.149999618530273,67822500,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-04,20.857999801635742,21.23666763305664,20.3786678314209,20.974666595458984,20.974666595458984,149194500,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-05,21.107999801635742,21.14933204650879,20.799999237060547,21.10533332824707,21.10533332824707,68868000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-08,21.066667556762695,22.468000411987305,21.03333282470703,22.42733383178711,22.42733383178711,147891000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-09,22.3439998626709,22.586666107177734,21.82666778564453,22.246000289916992,22.246000289916992,107199000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-10,22.14666748046875,22.46666717529297,22.0,22.31999969482422,22.31999969482422,64648500,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-11,22.349332809448242,22.987333297729492,22.21733283996582,22.530000686645508,22.530000686645508,99682500,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-12,22.575332641601562,22.694000244140625,22.244667053222656,22.4146671295166,22.4146671295166,72376500,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-16,22.502666473388672,23.0,22.31999969482422,22.67066764831543,22.67066764831543,97114500,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-17,22.697999954223633,23.266666412353516,22.649999618530273,23.143999099731445,23.143999099731445,106552500,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-18,23.044666290283203,23.48666763305664,22.916000366210938,22.971332550048828,22.971332550048828,85287000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-19,23.0,23.37266731262207,22.84000015258789,23.334667205810547,23.334667205810547,73324500,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-22,23.293333053588867,23.85533332824707,23.280000686645508,23.437332153320312,23.437332153320312,93156000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-23,24.0,24.03333282470703,23.399999618530273,23.519332885742188,23.519332885742188,81981000,77.73381082623325,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-24,23.6386661529541,23.649999618530273,22.90133285522461,23.05933380126953,23.05933380126953,79312500,73.17903811626277,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-25,23.218000411987305,23.280000686645508,22.426666259765625,22.50933265686035,22.50933265686035,101104500,67.07714276375636,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-26,22.766666412353516,22.933332443237305,22.380666732788086,22.856666564941406,22.856666564941406,68091000,68.59164403293597,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-29,22.656667709350586,23.389999389648438,22.552000045776367,23.302000045776367,23.302000045776367,71206500,61.408687855482036,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-30,23.00933265686035,23.218000411987305,22.81133270263672,23.05466651916504,23.05466651916504,70765500,60.369286637376526,22.519799995422364,24.11901144470019,20.920588546144536,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-31,23.167333602905273,23.746000289916992,23.012666702270508,23.62066650390625,23.62066650390625,93211500,64.80947077822236,22.63239994049072,24.207284618881957,21.057515262099486,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-01,23.399999618530273,23.977333068847656,23.242000579833984,23.28333282470703,23.28333282470703,62965500,58.33577802044082,22.73906660079956,24.173961842923077,21.304171358676044,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-02,23.229333877563477,23.463333129882812,22.700666427612305,22.916667938232422,22.916667938232422,55572000,55.26206458356409,22.836166667938233,24.006839626523373,21.665493709353093,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-05,22.531333923339844,22.96466636657715,22.200000762939453,22.208667755126953,22.208667755126953,66961500,45.57640701708761,22.891333389282227,23.791258600062225,21.99140817850223,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-06,21.680667877197266,22.4146671295166,21.566667556762695,22.264667510986328,22.264667510986328,76326000,40.84919228798081,22.883200073242186,23.80349202872569,21.962908117758683,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-07,22.599332809448242,23.066667556762695,22.37733268737793,23.0,23.0,104538000,50.26705491203356,22.920900058746337,23.791730875197775,22.0500692422949,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-08,22.887332916259766,23.2413330078125,20.97333335876465,21.01533317565918,21.01533317565918,154719000,33.406457786184944,22.855666732788087,24.051020997733247,21.660312467842928,False,True,False,False,False,False,0.0,0.0,0.0
2018-02-09,21.32866668701172,21.398666381835938,19.650667190551758,20.69466781616211,20.69466781616211,194005500,30.971334713823538,22.763900089263917,24.298249033704757,21.229551144823077,False,True,False,False,False,False,0.0,0.0,0.0
2018-02-12,21.075332641601562,21.205333709716797,20.416667938232422,21.048667907714844,21.048667907714844,93417000,33.481910362068206,22.69560012817383,24.406822333958278,20.98437792238938,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-13,21.001333236694336,21.612667083740234,20.833999633789062,21.577333450317383,21.577333450317383,68403000,40.18195717688386,22.640933418273924,24.423862208024868,20.85800462852298,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-14,21.389333724975586,21.744667053222656,21.23466682434082,21.487333297729492,21.487333297729492,59260500,42.78995490071861,22.558100128173827,24.395716298998742,20.72048395734891,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-15,21.633333206176758,22.274667739868164,21.49333381652832,22.271333694458008,22.271333694458008,88693500,46.11022624806039,22.523100185394288,24.354230505956615,20.69196986483196,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-16,22.166667938232422,22.874666213989258,22.109333038330078,22.365999221801758,22.365999221801758,84639000,43.47582620071313,22.474666786193847,24.2662292029666,20.683104369421095,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-20,22.29800033569336,22.722667694091797,22.100000381469727,22.31800079345703,22.31800079345703,60141000,44.71847983019275,22.418700218200684,24.152647948987088,20.68475248741428,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-21,22.402000427246094,22.645999908447266,22.211332321166992,22.219999313354492,22.219999313354492,48294000,39.23556478057119,22.3537335395813,24.009657919772636,20.697809159389962,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-22,22.368667602539062,23.16266632080078,22.316667556762695,23.077999114990234,23.077999114990234,104547000,48.538895557376044,22.354666805267335,24.012285760342316,20.697047850192355,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-23,23.18866729736328,23.666000366210938,23.139999389648438,23.469999313354492,23.469999313354492,87261000,53.92322511945954,22.40270013809204,24.13326006620569,20.67214020997839,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-26,23.566667556762695,23.933332443237305,23.49066734313965,23.827999114990234,23.827999114990234,65100000,62.08096361293378,22.451266765594482,24.28680461698512,20.615728914203846,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-27,23.75,23.999332427978516,23.333999633789062,23.39933204650879,23.39933204650879,71961000,58.0192124310592,22.456133365631104,24.301657293831703,20.610609437430504,False,False,False,False,False,False,0.0,0.0,0.0
2018-02-28,23.504667282104492,23.682666778564453,22.814666748046875,22.87066650390625,22.87066650390625,91045500,49.05843355158064,22.446933364868165,24.281697436434907,20.612169293301424,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-01,23.000667572021484,23.244667053222656,22.004667282104492,22.062000274658203,22.062000274658203,103284000,59.19420154846536,22.369000053405763,24.124548141372973,20.613451965438554,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-02,21.798667907714844,22.347999572753906,21.531333923339844,22.341333389282227,22.341333389282227,76392000,64.57055095651586,22.32190008163452,24.02388969471103,20.61991046855801,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-05,22.159332275390625,22.516666412353516,21.952667236328125,22.22333335876465,22.22333335876465,57357000,60.84707748896293,22.287233352661133,23.96630465035472,20.608162054967547,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-06,22.25,22.424667358398438,21.802000045776367,21.8799991607666,21.8799991607666,64285500,52.89392327904537,22.270799922943116,23.959514662475655,20.582085183410577,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-07,21.695999145507812,22.166667938232422,21.44933319091797,22.15333366394043,22.15333366394043,75109500,56.15223927301328,22.26523323059082,23.954766890568994,20.575699570612645,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-08,22.19066619873047,22.219999313354492,21.751333236694336,21.940000534057617,21.940000534057617,53493000,46.578549926298024,22.2122332572937,23.87093935429079,20.55352716029661,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-09,21.606666564941406,21.89933204650879,21.4913330078125,21.81133270263672,21.81133270263672,82602000,44.312280919986435,22.252033233642578,23.82584348027889,20.678222987006265,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-12,21.907333374023438,23.1473331451416,21.766666412353516,23.034000396728516,23.034000396728516,123960000,55.91669624568214,22.368999862670897,23.79637401001747,20.941625715324324,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-13,21.907333374023438,23.1473331451416,21.766666412353516,22.78933334350586,22.78933334350586,89487000,54.59337699345898,22.456033134460448,23.750518888833348,21.161547380087548,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-14,22.450666427612305,22.65399932861328,21.595333099365234,21.775333404541016,21.775333404541016,119511000,39.74817606120485,22.46593313217163,23.734900577119973,21.19696568722329,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-15,21.958667755126953,22.190000534057617,21.406667709350586,21.706666946411133,21.706666946411133,98472000,35.378676547339865,22.476899814605712,23.713639537893975,21.24016009131745,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-16,21.528667449951172,21.82666778564453,21.271333694458008,21.42333221435547,21.42333221435547,91759500,29.810826080161107,22.434499740600586,23.756144359052,21.11285512214917,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-19,21.100000381469727,21.383333206176758,20.64466667175293,20.90399932861328,20.90399932861328,112264500,29.36378317313107,22.361399745941164,23.850157855639946,20.87264163624238,False,True,False,False,False,False,0.0,0.0,0.0
2018-03-20,20.9913330078125,21.083332061767578,20.583999633789062,20.703332901000977,20.703332901000977,71464500,31.048163686283758,22.28066635131836,23.944197658143363,20.617135044493356,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-21,20.683332443237305,21.496000289916992,20.679332733154297,21.101999282836914,21.101999282836914,89376000,40.95704408637968,22.224766349792482,23.970011155854053,20.47952154373091,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-22,20.926000595092773,21.254667282104492,20.545333862304688,20.606666564941406,20.606666564941406,74097000,34.298827174795406,22.10119972229004,23.93955103403565,20.262848410544432,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-23,20.75,20.75,20.030000686645508,20.1026668548584,20.1026668548584,99823500,32.05867013668356,21.932833099365233,23.858087354510666,20.0075788442198,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-26,20.48933219909668,20.506000518798828,19.423999786376953,20.278667449951172,20.278667449951172,125628000,36.05760304608755,21.75536651611328,23.59762432729231,19.913108704934253,False,False,False,False,False,False,0.0,0.0,0.0
2018-03-27,20.266666412353516,20.284666061401367,18.478666305541992,18.61199951171875,18.61199951171875,208080000,25.186852451313314,21.51599988937378,23.67559520101475,19.35640457773281,False,True,False,False,False,False,0.0,0.0,0.0
2018-03-28,17.6386661529541,17.91200065612793,16.80666732788086,17.185333251953125,17.185333251953125,315021000,21.526676332857193,21.23173322677612,24.03986794207227,18.423598511479973,False,True,False,False,False,False,0.0,0.0,0.0
2018-03-29,17.099332809448242,18.06399917602539,16.547332763671875,17.742000579833984,17.742000579833984,227560500,26.819093704013085,21.015733242034912,24.195023744137707,17.836442739932117,False,True,False,False,False,False,0.0,0.0,0.0
2018-04-02,17.083999633789062,17.35533332824707,16.305999755859375,16.832000732421875,16.832000732421875,241710000,13.365370835552838,20.740266609191895,24.360130901647548,17.120402316736243,False,True,False,False,False,False,0.0,0.0,0.0
2018-04-03,17.988000869750977,18.22333335876465,16.965999603271484,17.8353328704834,17.8353328704834,282666000,23.14419700381518,20.52086658477783,24.29104482245668,16.750688347098983,False,False,False,False,False,False,0.0,0.0,0.0
2018-04-04,16.851999282836914,19.224666595458984,16.799999237060547,19.12933349609375,19.12933349609375,298450500,36.078570447993414,20.38333330154419,24.145428843888908,16.621237759199474,False,False,False,False,False,False,0.0,0.0,0.0
2018-04-05,19.28933334350586,20.417333602905273,19.213333129882812,20.381332397460938,20.381332397460938,286816500,43.79912084672002,20.294733238220214,23.9636231299143,16.62584334652613,False,False,False,False,False,False,0.0,0.0,0.0
2018-04-06,20.066667556762695,20.618667602539062,19.700000762939453,19.953332901000977,19.953332901000977,202804500,43.214133706139236,20.195399856567384,23.78341746577199,16.60738224736278,False,False,False,False,False,False,0.0,0.0,0.0
