,Exit the market after 3 days,,,,,,,Exit the market after earning 3%,,,,,,
Stocks,Long Entry,Long Exit,Profits (per share),Return ratio,Sharpen ratio,Average days ,Average days to achieve return ratio,Long Entry,Long Exit,Profits (per share),Return ratio,Sharpen ratio,Average days ,Average days to achieve return ratio
